text;labels
e quando as saudades aumentam? a dor que se sente..?;1
@vallestone03 @bbysimoes n tenho razão nenhuma p ter inveja, mas defende-a mais bebe.;1
Eu encontrei um de menta ahahah @TelmaCarrilho;0
"""meus problemas são tantos, mas meu sorriso é ainda maior"" - tão verdade";0
RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl;0
ya faz 2 meses qe todos os dias choro a noite :'c;1
RT @margaridaochooa: Muitos de nós já nos apercebemos que não adianta de nd ter saudades;1
É tao engraçada a maneira como duas pessoas se aproximam do nada;0
@PMMG190 - Polícia Militar prende traficante e apreende drogas  https://t.co/GoAOFjd14d;0
Não votem em corruptos, pensem!: Governo coloca Portugal ao serviço dos agiotas. http://t.co/sHAzjxy2d6;1
Contabilidade nao e de todo a minha praia;1
Se a Debóra entrou cm o segredo ' Foi vitima de roubo de Identidade na Internet' a Bruna pode lá entrar cm o segredo 'fiz shows no skype'?;1
Avaliação de Leitura (lp) - Muito Bom 100%;0
filmem o Bruno de Carvalho!;0
Acho que nao vou ter aulas na sexta, toma toma tomaaaa :);0
bem vou indo;0
@PMMG190 - Processo Seletivo para designação - CTPM/2017 https://t.co/LGeSSioLxA;0
adoro quando me deixam de responder as mensagens #sqn;0
RT @Myhugesrock: elas vão sempre atrás dos gajos que as fazem sofrer;1
Um dia deste vou pedir a camisola ao Paulinho;0
"em casa é muito melhor ahahaaah ;)";0
Eu preciso de ti Gago.;1
@Aragao_03 Obrigado pelas recomendações então! Haha;1
@Mariana110313 nao ficaste nadaaaa :(;1
Eu a procurar compulsivamente o @KikoisHot no #FatorX;0
Mas vi um casaco que era de corpo cabedal e mangas de ganga tãoooo lindo mas ficava.me curto unf;1
""" da maneira que Tu tratas um nigga não tem como um gajo não ficar panco,  a culpa é tua """;1
@pedrojmendes ou seja, já lá vão uns 7 anos... E fez-se uma tradição!;0
So de pensar tudo o que fiz por ti;0
@anaifsantos ñ, eu consegui desapegar-me dele pelas coisas q ele dizia/fazia;1
Aquele puto da tertulia anda a levantar mt a garupa, já o avisei 2x, para a próxima leva dois murros naquela tromba nunca mais pia para mim;1
Aaai. Cada vez melhor esta série. #suits;0
RT @ImTheTrueJp: hoje os trends estão engraçados... porque não pode ser assim todos os dias?;0
Tenho os melhores amigos, gostam mesmo de mim fogoooo;0
CONSEGUI POR O BF4 PREMIUM A INSTALAR SOU UM GÉNIO GENIAL;1
Notícia: Rio distribui vacinas contra febre amarela em municípios perto de MG  https://t.co/tDoLTn0cUs https://t.co/YqV54KCiqu;0
tipo hoje;0
Polícia Civil prende traficante suspeito de ordenar o assassinato de assaltante - Gerais - Estado de Minas https://t.co/5I4YMgWbCb;0
Gostava de ter tempo para ver a Champions. E já agora alguma NBA. Mas eles não deixam. #PA #CDI2 #MC;0
EPA NAO ME LESIONEM O BEBE MONTERO;1
estudando historia ahah;1
"RT @BeliveSousa: ""Quando eu notei já era amor.""";0
@PMMG190 - Menor infrator apreendido por tráfico de drogas no Bairro Dom Almir  https://t.co/EBHoMhp3Ro;0
@MushMiguel se nao dissesses isto, nao eras o mush;1
Já efetuou a sua inscrição? http://t.co/gs9U2qbc8T;0
Detenção por tentativa de homicídio em Vila Nova de Gaia - http://t.co/jEdqm8KwLK;1
"Boa Tarde ;D";0
@bancadadeleao faltas cá tu!! Abraço;1
RT @portaluai: Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas https://t.co/HZWxPKTyaV https://t.c…;0
RT @SL_Benfica: 4.ª jornada do Grupo C da Liga dos Campeões Olympiacos 1–0 SL Benfica: Início... http://t.co/b2ic6HJHvJ;1
Esperei o dia inteiro à espera disto;1
@umnomequalqer same mas estou com a cabeça demasiado cansada para tal;1
"@morisson Uma pérola: 1992 &gt; http://t.co/kSw0HdMwv5 #seaweed";0
@nesalexa nao fales assim dele :(((( ele e bom :'(;1
Policial de folga impede roubo e detém ladrões em Juiz de Fora https://t.co/0lmWsBAlpT https://t.co/DlP2jRBoGS;0
gravei os EMA's mas ainda nao vi;1
@tatianagmatias obrigada pelo elogio, ahah :p;0
RT @EstadaoPolitica: Em calamidade financeira, governo de Minas Gerais compra mais dois helicópteros https://t.co/Xz79vBreX9 https://t.co/H…;1
Bom diaa!!!;0
"Elisa abestada &lt;//////3";0
Jovem é preso suspeito de violência doméstica e cárcere em Uberlândia https://t.co/0zMkby7eYG https://t.co/yPbxmGP9Kr;0
Já fui feliz aqui [ MCCCXIV ] http://t.co/VRlQoBz3G1;1
Sempre que oiço o hino português é certo e sabido que me arrepio. Demasiado inevitável isso não acontecer.;0
bom dia lindos;0
I'm at Secretaria de Estado da Administração Local e Reforma Administrativa (Lisboa, Portugal) http://t.co/oNyh2kF7jV;1
Meto mais ou não?;1
Aqui expressamos a nossa homenagem, também pelo seu papel na preservação das florestas. http://t.co/QZG38VJvDZ;1
Amanhã ultimo dia de estágio YES!!!!!;1
Mulheres se arrependem mais de sexo casual, diz estudo:   Um novo estudo americano detectou que mulheres tend... http://t.co/hgQNbS4AKQ;1
Puta que pariu esta merda toda.;1
Começo a avisar as pessoas que faço anos com 4 meses de antecedência...;0
@carlotaburnay isto é a Rede social;0
RT @Bart6Simpson: Adoro filmes de terror;0
Estou a ficar doente, again. Isto não para.;1
Mais uma nova experiência na vida! :) é o melhor que a vida tem... :);0
"EEEEPA ""@SignosFodas: #Escorpião “Nada nessa vida é impossível pra mim, eu nasci pra conquistar!”""";1
Odeio que ela mexa nas minhas coisas sem pedir e que as leve do meu quarto e não as deixe lá crl !;1
odeio adormecer a chorar.;0
Depois de ver as medidas para o orçamento de estado, tenho uma questão. A que preço estão os assassinos profissionais ?;1
RT @KikiSaraivaa: digam o que quiserem! eu cá só sei que amo este boy http://t.co/8AQswMz8fx;1
RT @Nelson_Andradee: Gostava de ir a um derby tipo Benfica-Porto, mas ter de me desviar de pedras da calçada, garrafas e outros objectos dá…;0
RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F;0
Acho que não me consigo identificar com nenhum. E por aí? http://t.co/hrpb5tZjg3;1
podia jantar pizza, mas não.;1
O JPAB que critica o clientelismo e as negociatas é o mesmo cuja sociedade de advogados trabalha frequentemente para o Estado? Ele há coisas;0
"Brutal!  RT""@PatriiiciaSousa: rindo mil pq a debora foi contra o vidro #ss4 http://t.co/SBUzSkxD1T""";1
"""Quando penso em você, fecho os olhos de saudade."" - Cecília Meireles.  (via revivenciador) http://t.co/nKah9bDfia";1
ADOROOO QUANDO ME CHAMAM DE BAIXINHA AHAH;1
E o governador mais corrupto q MG já teve continua solto! https://t.co/gVjgzIyGWG;1
Já estou de volta a casa! Tenho de ir trabalhar mas tenho sono;0
BOM DIA;0
Novo Atelier de Tecelagem | http://t.co/9yNXavuRxp;1
Quarteto de Cordas de Matosinhos no Cineteatro Constantino Nery – Teatro Municipal - http://t.co/yesomYlIX2;1
Estou inscrito para jogar num torneio privado de poker online no Grupo All In às 2013/11/11 22:00 WET nos @PokerStars #HomeGames.;1
O PT sendo PT... É ainda tem gente que apóia eles viu... https://t.co/NgYjzyVs83;1
@chipie_cookie e tu és uma puta de 2ª (ursa senti esse fav, chapada na cara);1
@bernardodrosa naaaaa ja chega ahaha recebo bue mails pqausa disto.;0
O meu bebe é um fofo , comprou um telemóvel novo e deu me o dele;1
#50fatosSobreMim amo a @biebsprincess69 .;0
Polícia em MG apresenta rapaz que recebia drogas sintéticas via correios https://t.co/kPV3i3AdIn;0
A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela https://t.co/xEAn2b37Je;0
Mas deixo este avatar? Tou na dúvida;1
"Deram-me o numero 5

-esta on?: ya
-e bonito?: nao aprecio rapazes
-conheces?: claro 
-ja abraças-te?: nao... http://t.co/66sCRGG82G";1
Gostei de um vídeo do @YouTube http://t.co/fysZIAceiq The Avengers Tom Hiddleston Interview;1
Adicionei como favorito um vídeo @YouTube de @feromonas_ http://t.co/F6w0EYKsmh A Campanha Fenonástica! - Battlefield 4 Launch (Em;1
RT @patsalexandre: @JosAntonio1997 pois , eu tou sempre bue cansada e acordo bue cedo ,por isso é q adormeço sempre bue cedo;0
O meu snap ta td fudido;1
@ritahenriques3 Já falei, ja disse o que tinha a dizer. Eu tou na boa, so nao curto de ser ignorada;1
Acabei de correr 6,30 km com o Nike+. http://t.co/gyxWDDSo8b #nikeplus;1
uma saudades do meu pai;0
E a Ângela até me deu um abracinho daqueles super bons porque eu estava tristinha;0
tava a chover e u fui de t-shirt e tava mta frio mas eu aguentei me por ele desde as 7h da amnha ate ás 7h da tarde;0
Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/Om2MK5pCqi https://t.co/aCxUlMmNRk;0
"Os animais tambem gostam de receber Cura Reconectiva, vejam como o passarinho se submete neste vídeo ♥
http://t.co/dRkRtKv6GS";0
@inessfilipaa98 Obrigada.;0
"RT @CedeSilva: ""O governo de Minas Gerais não comentou o assunto. ""

https://t.co/SNYMRfQ737";1
''Ok tu é que sabes'' = eu estou certo, mas não me apetece provar que sim;1
RT @Estadao: Em calamidade financeira, MG compra dois helicópteros https://t.co/VzvU4VQumR https://t.co/iXi3fGq5L7;1
"Frio → Frio
  ↑           ↓
Frio ← Frio";0
Estas a melhorar a tua posiçao;0
este natal podia passar na televisão aquele filme bué parvo do monstro verde que não gosta do natal.;0
não gosto de criar expectativas , prefiro ser surpreendidaa .;1
a minha filha, tal e qual como a mãe, vive o são joão a 100%, a 100%.;0
musica para enamorados: http://t.co/y7Xsh1wMMO via @youtube;1
Agenda - Toronto: Luís Costa e Fernando Costa em concerto http://t.co/bDnzqXHohG;1
fiquei sem sms :c;1
@JoGulho @diogoh_10 mas boa sorte com a tua amiga ahah;0
@letsgokiro problemas de estudantes ahahaha;1
Eu estou ouvindo: Rádio Na Moral -  http://t.co/kONbI2v4Ms #OuvirRadio via @radiosaovivo;0
15:00 horas saindo nas ruas para ganhar almas para Cristo logo mais as 19:30 hras culto de missões. http://t.co/0Q7eZpW9RR;1
Agradeço desde já as boas noites que me mandaram. Pena é que nao existem;1
@SouFishe vai te fuder;1
Well, tá fixe.;1
"Surveillance - CORALLIGATOR
@
Radio Utopia - O som de uma nova realidade! http://t.co/zX1K5xiWJh";0
Grupo é detido após roubo e carreta recuperada em MG https://t.co/GHOLaVMCrL https://t.co/kWmm8BQDBa;0
Polícia Civil flagra entrega de drogas e celulares a presos em Divinópolis, MG https://t.co/sB4Brjwo8j https://t.co/QQ26BmeaEh;0
Tava mesmo a precisar de um episodio de sobrenatural mas só para a semana :(;1
@jumelofreitas @sergioomcs TAS A VER!!! ADORO A TUA MÃE, tou smp a concordar c ela!;0
Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/l3jRak0g0L by #josesoubrasilia via @c0nvey;1
como assim agora estão todos a fazer tweets depois de tirarem a ideia do meu tweet todo revoltado? AHAHAHAHAHAH;0
Adoro quando tenho a TL só para mim;0
Jornal da SpeedCom já saiu! http://t.co/wtj8BjDe0G;1
nem é mm preciso fazer nada, vais acabar por te desiludir, dar razão a quem queria o teu bem. vais ver que a tua atitude foi errada.;1
vou estar sempre ao teu lado para te ajudar a passar esses momentos;0
#lisboa #lisbon #tipsguidelisboa #wu_portugal by judite_montenegro http://t.co/cbrD0DSTZF http://t.co/QPfmlrK6O9;1
"@Guuu95 AHAHAHA oh flor, tem lá calma contigo que paraiso é chegar a casa e ter um bolo de chocolate daqueles da minha mamy linda &lt;3";0
"Só espero que o dia em que já sabes o que queres para ti
Não seja o dia em que eu já saiba o que eu não quero para mim";1
"@beascg por mais que se goste da pessoa....... estas coisas enervam qlqr um 
sabes bem disso ne mor";0
disse tudo http://t.co/oyhdFM0xRw;1
É só sorrir e pensa que ja esqueci ...;0
@marianaltneves5 um bom fotografo tira boas fotos com qualquer camara unf;0
@MsSykes3 a tua amiga tem razao es perfeita;0
Não quero problemas para o meu lado...;1
A mensagem do Cavaco, de ser necessário apostar no mar, afinal não era hipocrisia. Era uma chamada de atenção aos amigos.;0
Gosto do tempo como está agora, nem muito calor nem muito frio, nem sol nem chuva. #JustPerfect;0
porque depois a aquelas que não entendem que é só mesmo amizade e começam a inventar outros sentimentos;1
Imagens do primeiro dia na Star Sailors League. http://t.co/QBYhI4ai8X;1
Quatro homens são presos por tráfico de drogas em Janaúba https://t.co/JSCSSuoPc6 https://t.co/kQDkbzkFM9;0
Adicionei como favorito um vídeo @YouTube de @lanyzt http://t.co/KwVVJblLy0 Desenhando - ERA DO FUTURO;0
RT @Carolinaa_Sofia: @catarinachcs LOL , ENT VOU METER UMA FOTO DO @DavidLuiz_4 :-);0
"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…";1
@JuDasPastilhas Ganhaste nao existe melhor que esta ahahhhahaha;1
Mas o almoço é feijoada, que vida s2;0
Já não suporto certas coisas;1
"@catascustodio mas nunca me disseste! Não sou nenhum bruxo para adivinhar! ;P";0
A cena é ontem fui a um bar bué bacano c a minha prima e os amigos dela tbm eram fixes mas sextas a noite fico c um sono horrível;1
acho que ele chegou;1
Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/9YFYbTqIKQ;1
RT @MafaldaFilipa2: ''Vai! E se der medo, vai na mesma com o medo. Mas sê feliz!'';1
QUERO FALAR COM ELE!;0
não estou a ver os EMA simplesmente estou a mandar RT naquilo que acho piada or smtng;1
RT @ja_1003: Governo de Minas decreta situação de emergência em áreas com surto de febre amarela https://t.co/pLlDy16CcG;0
@pauloabreu4 Enfim, não é o apoio (futuro) que divide o PS (passado) no Porto.;1
Huxley, Malraux, Gómez de la Serna - neste livro percebe-se como três autores clássicos do século XX,... http://t.co/fpVa6LVpWM;0
@PMMG190 - Ibiá - PM recupera carga de cafe e prende autor de roubo https://t.co/lmquGOOMcr;0
cada vez que saia de uma montanha russa vinha com as pernas meio a tremer;0
Eu nao vou fazer mais nada,  vou ficar no meu canto à espera q alguém veja q errou. Adeus;1
Está manhã vai ser só trabalhar;1
ter um amigo gay é q era awesome;1
@majoliv problemas de exposição. como fukushima. @sfoliveira;1
Pimentel anuncia R$ 26 milhões para o combate da febre amarela em MG https://t.co/zjoPFgUpHA https://t.co/j4ix7k1Ma4;0
@mr_awsomeness @soufofaporacaso @ricardoasdfgh @RafaelCastelo1 @puralixivia @Samuel28S @saiti23 @Movi_V @PedroFerreira_7 a danila tbm tem;0
Tenho alta ferida nas costas só da queda do streetboard;1
@fiilipeef hj tou muito flipado perdi 6 seguidos;1
Quando choro a frente de alguém é porque não estou mesmo nada bem.;1
#timbeta #globo Araxá recebe novas doses da vacina contra febre amarela https://t.co/icDljMUstZ #OperacaoBetaLab #Sigodevolta;0
mas como é que as pessoas são capazes de fazer isto umas ás outras ? juro , ano mesmo farta desta merda toda;1
Greves, greves e mais greves...já chega não?;1
Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/QCbaUfFQLR https://t.co/aXY56JvNw4;0
Ora toma! E embrulha com o OE ! http://t.co/XhZIPFy0q8;1
afinal oq da nas pessoas de falarem cmg, se darem bem e tal, e do nada param assim de falar, e outras até me bloqueiam, eu fico sem entender;0
@feantur @nmgoncalves eu também odeio adorar (mas raramente lá vou :x );1
Bom diaaa;0
A cena nova e tipo um pau c um rectangulo n fim p entalar toalhitas para a madeira;0
"RT @joaocmx: @GoncaloChust para ti devia ser "" Um domingo ao twitter "" .. ahahaha";0
Boa noite babes, outra vez sim;0
O filme A Arte de Passar o Tempo é só dos meus filmes preferidos f-se é tão cute!;0
RT @mcattalmeida: Em conchinha com ele, algo perf;1
@PedroAfonsoSilv eu vi logo como eras...;1
Pois... http://t.co/ZaunuyqOdj;1
@FilipaM7 ainda há maisss;0
@FrCalisto ah boa boa!! Finalmente!!!!!!!!;0
Vietname iniciaram operação para deslocar 100.000 pessoas devido á chegada do tufão Haiyan: As autoridades do ... http://t.co/AEF4avCBBX;1
"Publiquei 39 fotos no Facebook no álbum ""Nova entrada Bmw 330ci 2001 detalhe exterior"" http://t.co/8bs74emdt6";1
A Cervejaria Trindade é a mais antiga e uma das mais belas cervejarias de Portugal sendo considerada património... http://t.co/jbMcCBhpfo;1
@netshadow1 @tomyseoul @anacaradecu @imascoldasice história dá minha vida;0
"Como eu hoje estou ansiosa para ver o David carreira &lt;3";0
Dica para achar a pessoa dos teus sonhos : Durma;0
RT @KikoisHot: ai socorro o hi5 abriu do nada #ExorcismoNecessárioAGORA;1
nao percebo as vezes chamo bia outras bea nem sei porque;1
Aimas nao, nao devia ter passado.;1
Ontem vi um rapaz da minha idade que foi da minha turma do 5 ao 6 ano a passear o filho fiquei deveras chocada;1
amanhã vou no alegro;0
#Herança dos #Judeus #Iraquianos nos Arquivos Nacionais em #Washington http://t.co/Ar1P38OvA9;1
Polícia Civil apresenta dupla presa por tráfico de drogas em Patrocínio https://t.co/Ooed0EX6qG https://t.co/7JGKMmE3QY;0
td o mundo critica o Justin por ele fzr coisas más,mas quando ele faz coisas boas nc ninguem fala disso , isso deixa-me bastante triste :c;1
Este gajo canta mesmo bem. http://t.co/10p24sDczN;1
RT @PipinhaaC: Quero ir viajar pelo mundo // Não tenho dinheiro para o fazer;1
Porque é que nunca consigo ficar bem numa foto ?;0
#Stage #Accounting Estágio Profissional IEFP - Técnico(a) de Contabilidade para Lisboa: Li... http://t.co/MgvPvelvRk Portugal Internship;1
Não posso falar contigo;1
ainda dizem que as mulheres é que são complicadas;1
Daqui a bocado já estamos no natal, o tempo passa a sprintar;0
"@babyboo239 não :( amanhã te dou &lt;3";1
PJ faz buscas em lojas de ouro em todo o País http://t.co/z5d65Ho7g1;1
RT @DiDiKraut: beija a minha boca , boca louca :$;1
Tu publicas q n gostas de quem fuma weed, mas quem fuma weed nem consegue importar-se com isso, visto que deve estar a rir-se de um poste.;0
RT @sfoliveira: O Grupo D  tem no total 7 títulos de Campeão do Mundo. Bonito.;0
"Grupo busca ajuda para mulheres vítimas da violência.
https://t.co/FiwySbhbl3 https://t.co/eZG577pJzy";0
adoro qnd ficavam a olhar cada vez que passavamos;0
Uma pessoa não precisa estar a vida inteira ao seu lado para se tornar única e inesquecível. Um dia, algumas horas, é o suficiente.;0
@apaticinha ja te to a seguir parva;1
Nuno Gomes: Dia de champions http://t.co/KzKhtHtEhv #spotmais;1
"New post: ""Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo"" https://t.co/K6dsnBjLTr";0
a aqueles amigos que tu falas tipo todos os dias e se notares e que não te começa a falar é obvio que vais ficar lixado;1
@Mandah05 vc viu o Governador de Minas que foi buscar o filho de helicóptero do governo ? Isso é República!;1
não pensava que ela era simpática , pensava que ela era bué má devido ao que aconteceu anteriormente;0
@JustTumbIr é os meus pensamentos xD;0
RT @JG1904: Estava a precisar disto, um jogão,ganhar o 9o derby nos últimos 12,rir-me depois dos 92'.nem todos merecem Ca3Deuz.obrigado,Ben…;0
estas a perde em casa com o arouca;1
estou cheia de sono, com dores de cabeça.. :c;1
A Lu esta a atrofiar cmg, e eu nem sei porque ainda respondo!;1
@jmralmeida tenho que concordar :) Não só como GR mas a sua própria postura... um Senhor, mesmo :);0
BRASIL: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/5xVxz8uDch @entornoi https://t.co/RdQTogU0Te;0
A minha boa disposição vai passar toda quando receber o teste de biologia;0
"New post: ""Fernando Pimentel entrega viaturas à PM em Governador Valadares"" https://t.co/FEsCwVe8a0";0
Em calamidade financeira, governo de MG compra dois helicópteros | Guia Wave https://t.co/VQnZG7ctfM;1
porque é que nao é tudo mais simples?;1
ouvir música no VLC porque posso meter o som a 200%. jk, só ponho a 115.;0
Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/fh2aAf2G5R;1
@mydestinyp9 awnnnnnn *.* . Como vc ta?;1
ahhhhhh quaseeeeeeeee;1
Suspeito de tráfico de drogas é detido com mais de R$ 22 mil em Juiz de Fora  https://t.co/BRJBLQ6pZp;0
Agora sorri;0
Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a... https://t.co/W9DrHSiZMJ by #AnaPaulaVolei via @c0nvey;1
RT @wouldlet: te amo @fevrjb;0
só posso twittar qd tives em estremoz jinhos;1
"RT @Nelson_Andradee: ""O problema desta turma é não saberem falar baixinho!"" // Falamos baixinho // ""Mas porquê que não se calam?""";1
Por trás de um “não aconteceu nada.” tem um “não te conto porque vou chorar”;1
RT @zana_ss: Adoro gorros mas fico super mal com eles.;0
g1: Tentativa de fuga é impedida no presídio de Mariana, MG, diz secretaria https://t.co/pEfA4Ng40T #G1 https://t.co/ceS8jFzTD7 #TimBeta;0
"#Recrutamento

A SAP tem ofertas de emprego para Portugal. Não perca a oportunidade e entre numa grande empresa... http://t.co/E3wIOtxQOe";0
odeio 'andar em círculos';1
@justgivemealife E depois foi Megadeth :');0
VOU JANTAR EHEHEHEH;0
@crepaloveskurt as pessoas em si são uma merda;1
Dois são detidos ao tentar jogar celulares e drogas em presídio de MG https://t.co/VgqRM16eiE https://t.co/ZP7NU94Pip;0
quando vejo casamentos penso imenso no nosso,não é que ligue muito a casamentos porque não precisamos de casar para ser verdadeiro.;0
RT @folha: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xZFKoIK1Ih;1
@xanoquita O mesmo por aqui, para os putos dá-se sempre um jeitinho. @anadomingos @canochinha_ @tchetcha;1
@jaestoufarta quase que levam;0
Adicionei um vídeo a uma playlist @YouTube http://t.co/nguBKmh2PV of Steel (live in lisbon);1
"E ontem numa "" tasca "" com capacidade máxima de 50 pessoas, realizou-se um jantar para 90 ! #JANTARDECURSO";1
filha da luta kkkkkk;0
Perfeito era amanhã não ter física;0
"""Fofo é o amaciador, eu sou se..."" #SHUTUP";0
só tenho mais 40 minutos de net :c;1
@O_Teu_Chunga Boa noite maninho s2;0
Vendas do comércio a retalho em Portugal registaram, em setembro, a maior queda (-6,2%) na União Europeia face a... http://t.co/lfgXboWPff;1
""" Não preciso de ninguém que não precisa de mim """;1
@FariaJackson10, melhor Team da Tuga .. Na banda vão dar show.;0
Fds merda mais injusta d sempre. Cabroes com sorte e ajuda do árbitro. De qq maneira deixamos lá marca. Só as cadeiras q partimos..mt bom mm;1
''então crl porque é que ele era estúpido se voltasse a falar comigo'' ''não e falar,e curtir'' ''pq?'' ''pq andou bué tempo atrás de ti'';1
Saudades;0
@luis_grave Bom dia Luís, bom fim de semana :);0
RT @Nelson_Andradee: #1FactoSobreMim Odeio que me ignorem;1
nem vale a pena tentar;0
Se nao tiver aula aqui ainda melhor;1
#comunicadoresbrasil Tudo vira mídia… até carne crua! http://t.co/tW6m4plUAE;1
@GeoWa15 já andei, é tão horriveeeeeel ! :s;1
RT @BiancaSerruys: @Filipe07Andre babe o porto ganhou ?????;1
Prefeitura de Juiz de Fora apresenta ações de prevenção à febre amarela  https://t.co/RYn516iEGe;0
Odeio querer falar com uma pessoa e ela não me responder;1
@DianaIARocha PF boss, mas a SF prefiro o Kevin Durant.;0
"Prontos!!! Vou masé fazer a janta para os catraios! Qualquer coisa já sabem!
Vai haver muito ROCK este Sábado! http://t.co/1c4XZLDZqT";1
RT @Nelson_Andradee: Não fumem cigarros ao pé mim, se querem morrer que morram sozinhos;1
Hoje, 21h30, Auditório do Conservatório de Música de Coimbra. Os Improvaveis com Ricardo Vilão. É a vir malta da... http://t.co/wRo9AfKzWN;1
Gosto tanto da minha turma. Meh;0
Só espero que o jantar de amanha me anime. Preciso;0
Prefeito de Ribeirão das Neves decreta estado de calamidade financeira  https://t.co/xDf3z2UEEH;1
-  o meu bf é estupido .;1
RT @RevistaISTOE: Mesmo em ‘calamidade financeira’, governo de Fernando Pimentel em MG compra mais dois helicópteros. https://t.co/vAdSKiBh…;1
Nem sei porque é que ainda acredito em certas coisas;0
Trio é preso suspeito de roubo, tráfico e abuso sexual em Uberlândia https://t.co/licGopTlh4;0
o rapaz era mm simpatico, e sincero, so que come muitas raparigas;0
Bem finalmente tou em casa;0
Eu nao quero ser o teu primeiro, quero ser o teu ultimo .;1
A pé pelas cascatas de Portugal http://t.co/RnSEfsKoQf;1
@catiimp1 nao digas a ninguém, uma gaja nem curte muito de kizomba xD;1
O Tiago a falar parece sei lá o quê, mas mete piada;1
deixei-me dormir ,  acordei agora;1
gosto que respondam ao meu bom dia;0
Homem é preso em Belo Horizonte suspeito de tráfico de drogas https://t.co/9PlKnaqN4D https://t.co/HoeVNrz2by;0
achas n vou meter;1
A @Inichasilvaa já se foi embora :(. mas mesmo assim foi um dia bem passado;1
apenas vejo isto por esses cantores;1
vou tomar banho bj;1
RT @suzalo: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/a5AV5q87h1 via @VEJA.com;1
Preciso de uma nova rotina. Farta da velha;1
#ComoAssim ainda vou ter 2 testes na última semana de aulas?;1
#EmChamasEstaChegando Mal posso esperar!!!;1
@MissLeeBang Ainda bem que também estás bem Miss Lee. :-);0
Agora nao tenh nada para fazer ..;1
esse jogo do são paulo me dando sono;0
Os Farewell My Love seguiram-me, só isso.;0
"@L8NC_Expected vou lá espreitar ;))";0
BOM DIAAAAA;0
"China vai lançar sonda ""Coelho de Jade"" segunda-feira para a Lua http://t.co/driNWkAydy";1
@PMMG190 - CORONEL FABRICIANO  PM apreende armas de fogo e drogas em baile Funk https://t.co/rMoLyaHg17;0
RT @omalestafeito: Papa Francisco passa a ser o único fofo do mundo;0
"Ahahah ainda nao há sigla para ""estou a rebolar a rir pelas paredes""";1
Ja não falava da lana á bué tempo;0
"Quero ficar contigo a sós, vamos voltar a ser ""nós""";0
@mariapardelhas @Maria_Cardoso_  somos fofoqueiras.;0
mas eu ainda não almocei;1
"RECRUTAMENTO

WEB DEVELOPER PHP, AJAX, CSS, para trabalhar em projecto inovador

Procuramos um recurso com skills... http://t.co/Unbpvu9bbW";1
"ANJE PROMOVE FÓRUM PORTUGAL ENERGY POWER - 19 a 21 de Novembro: 
A ANJE promove, entre os pr... http://t.co/vrbrHukrKO #empreendedorismo";1
Bruxelas e Reino Unido libertam fundos de apoio às vítimas do tufão Haiyan. http://t.co/1ZecvjqjJ2;1
"RT @ricardocapote1: Agora a minha grande paixão vai ser o futsal, o @tasquente , o leo gannier &lt;3";0
ao menos amanhã saio à 13:10;0
Três jovens de 20 anos são presos por envolvimento em um roubo em Unaí https://t.co/PCYz7hJgjp https://t.co/yYwBbJzK7T;0
A uma semana atras estava a espera da 00h00;1
Aaaaahhhh caralho!!! Bucetaaa!!! Eu quero ver o Minseok!!! Eu tenho q ir pra casa!! Eu quero ver meu xiu xiu!! ♥♥♥;1
RT @andreiamo3: amo-te CARALHO http://t.co/UAb8vUeirR;1
Fogo não quero ser chata, mas quero falar contigo;1
RT @mininusudju: 00:00 me dê força de vontade p não faltar as aulas;1
@RititiMoutinho yeiiiiii tambem acho, finalmente;0
Equipas de emergência trabalham em contrarrelógio nas Filipinas http://t.co/XfAubrfNmI;1
Ja nao tweetavamos ha tanto bby @Anocasbfl;1
Apresento-lhe a Geração MCF - As estatísticas não enganam quando dizem que as pessoas hoje em dia... http://t.co/7N91knHdNn #vendamelhor;1
Quero agradecer aos utilizadores do Twitter por me dizerem as horas às vezes;0
"estou extremamente másculo hoje.

-mgmt";1
@EffyHigh mas estás tão perto de mim , acabei de estar em camarate mas ya bjos;0
"@tuga_tde CONTECEMEH AH MEXMAH CENAH KE ACONTEXEH A TIH, APAREXES MUITUH RÁPIDUH ;;;;))))";0
A minha dor de ouvido é cada vez maior;1
